Country Name,Country Code,Year,Adjusted net national income (current US$),Adjusted savings: consumption of fixed capital (current US$),Broad money (% of GDP),CO2 emissions (kg per PPP $ of GDP),Coal rents (% of GDP),Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",Forest rents (% of GDP),GDP (current US$),GNI (current US$),Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Gross national expenditure (% of GDP),Imports of goods and services (% of GDP),"Inflation, GDP deflator (annual %)","International tourism, expenditures (current US$)",Merchandise exports (current US$),Merchandise imports (current US$),Trade (% of GDP),Value Added (% of GDP),Bank assets ratio (% of GDP),Claims on economy (% of GDP),Current Expenditure (% of GDP),Domestic credit (% of GDP),Current rents (% of GDP),Recieved revenue (% of GDP)
Afghanistan,AFG,2003,15989594152.444445,419773790.2,32.24955711,0.056838534,0.008163494,44.36894813,1.280017457,0.022145631,0.664984576,4515563414.0,18654358572.5,25.5177926,-34.866264294000004,160.27747230000003,71.99359349,11.65523822,121900000.0,144000000.0,2101000000.0,180.49836235563635,114.49838969,66.54678767456731,-6.6592532510769225,213.34730665803335,11.022209910615384,0.7655666670000001,19.463263452757577
Afghanistan,AFG,2004,15989594152.444445,527369739.3,32.24955711,0.043359983,0.017169703,30.92158738,3.575818629,-0.013392578999999998,0.387809734,5226775163.0,18654358572.5,38.01067934,-27.000312404,158.6579638,60.66392329,11.27143207,121900000.0,305000000.0,2177000000.0,153.49064954563636,114.61275848999999,66.54678767456731,-6.6592532510769225,207.80152050983335,11.022209910615384,0.485554643,19.463263452757577
Afghanistan,AFG,2005,15989594152.444445,580682876.8,32.24955711,0.052839109,0.011189843,28.44834775,4.364533544,0.024157935,0.332218694,6209140044.0,18654358572.5,46.38751688,-21.111864384,156.9579345,70.77464634,10.91277354,121900000.0,384000000.0,2471000000.0,159.62247625563637,113.53295354,66.54678767456731,-6.6592532510769225,201.5809802218333,11.022209910615384,0.425400141,19.463263452757577
Afghanistan,AFG,2006,15989594152.444445,687433402.9,23.34386453,0.06051271900000001,0.011131884,25.31780842,3.414003887,0.0,0.453532792,6971286732.0,18654358572.5,52.81594594,-16.924492564,155.9847772,74.50440128,7.199751292999999,121900000.0,416000000.0,2744000000.0,159.56988052563636,113.06329818,29.263626306874997,-11.61513953,178.29367988500002,4.802581775,0.539235368,17.745122572090906
Afghanistan,AFG,2007,15989594152.444445,991457962.0,23.83366442,0.071329756,0.074764279,19.11769889,1.93570173,0.0,0.34230108299999995,9747886105.0,18654358572.5,40.13784122,-15.059604104000002,147.7808364,62.27575653,22.52775621,121900000.0,454000000.0,3022000000.0,131.47134840563635,115.02924772,27.370371986875,-7.215175229,179.557866212,14.220640432,0.474165875,14.10263935109091
Afghanistan,AFG,2008,15989594152.444445,1132398985.0,29.51228080000001,0.124553521,0.21931206,26.94859147,0.399170734,0.708264472,0.353375378,10109218068.0,18654358572.5,38.04264092,-16.874831404000002,148.5484636,73.12136638,2.096288748,28000000.0,540000000.0,3020000000.0,148.95696178999998,115.05684518000001,43.869838836875,-5.555021994,207.603553513,23.741598785999997,0.6350238619999999,15.026401332999999
Afghanistan,AFG,2009,10957399305.0,1421933255.0,33.06095696,0.163885751,0.116498066,22.70032338,0.451055983,0.650369271,0.274369021,12439087077.0,12403617031.0,35.98287126,-10.311132699,131.6348757,66.66455039,-2.163404438,70000000.0,403000000.0,3336000000.0,139.89430565,109.5889348,47.370659376875,-6.007583059,185.66680712,25.995935979,0.42210344800000005,20.187913919000003
Afghanistan,AFG,2010,13930447062.0,1911411680.0,35.35056172,0.177104879,0.193022194,18.5741707,1.203125109,0.452178363,0.359417859,15856574731.0,15884505937.0,35.91814312,-10.829016016,132.5014768,62.75031392,3.814630326,106000000.0,388000000.0,5154000000.0,136.54550196,108.76344299,45.012398816875,-6.8637351560000015,194.27802336500002,27.931366611,0.623574526,22.445347290999997
Afghanistan,AFG,2011,15584208614.0,2143551665.0,36.6242278,0.249835882,0.473172644,21.90495206,0.293038637,0.394287204,0.309243029,17804280538.0,17784867183.0,33.34918306,-6.642433168000001,125.93156670000002,66.87470893,16.59334672,255000000.0,376000000.0,6515000000.0,150.84666216,109.95992611,75.70524436100001,-7.60054085,195.989264595,7.341098149,0.901482908,21.432985603
Afghanistan,AFG,2012,17287683730.0,2586918361.0,32.91369227,0.191031477,0.252199504,18.96654129,0.284095348,0.324973746,0.26508087,20001615789.0,20033260270.0,33.81250914,14.808387374,115.8729195,62.62026042,7.301756477,110000000.0,429000000.0,9069000000.0,147.24931636999997,108.61416384,73.341680128,-6.507216108,165.74566533200002,6.669639303,0.8439824749999999,19.005417055
Afghanistan,AFG,2013,17779146289.0,2807628131.0,32.6820169,0.165535899,0.218204611,19.59158171,0.234965317,0.002613234,0.259356741,20561054090.0,20632790721.0,34.68702846,27.250001116,112.9646307,55.15232718,4.822785476,138000000.0,515000000.0,8554000000.0,130.47814323000003,107.43787877999999,71.70176645000001,-6.449762323,163.581507407,6.359056719,0.5746611039999999,18.154880527
Afghanistan,AFG,2014,17682396266.0,2753846181.0,34.20959679,0.15491035,0.213476301,15.78237739,0.209790229,-9.35e-05,0.266433065,20484873230.0,20482502575.0,36.31370954,20.756461682,113.3457574,51.41354736,0.56694454,140000000.0,570000000.0,7729000000.0,121.48701603,107.83515718999999,85.62230935,-4.607342837,167.48163735900002,7.0657935630000015,0.5114555820000001,16.732686215999998
Afghanistan,AFG,2015,17285140982.0,2755531811.0,33.92805265,0.12062876746153847,0.162104138,11.68798401,0.849679315,-0.006706559,0.305673339,19907111419.0,20087073274.0,38.90937462,21.180854434,116.50650690000002,43.43754258,2.447563008,151000000.0,571000000.0,7723000000.0,106.95329869,107.41366471,79.939249076,-4.455657326,161.290645045,7.360159814999999,0.49028756700000004,19.467757677
Afghanistan,AFG,2016,16482932352.0,2600735091.0,34.63739076,0.12062876746153847,0.233553226,5.933360842000001,0.483360246,-0.076311566,0.382336129,19362642267.0,19458784524.0,35.61757926,19.688657916,112.8547565,41.72569458,5.102712888,89000000.0,596000000.0,6534000000.0,92.696613509,107.03649365,94.51695483,-4.865439551000001,164.228832684,5.9448199289999994,0.6358302339999999,24.009437884999997
Afghanistan,AFG,2017,16916992772.0,2660855598.0,34.44821047,0.12062876746153847,0.303844291,5.904815515,0.255222349,-0.053462904000000006,0.377626106,20191764940.0,20291074614.0,38.34845092,25.807439135,112.0185201,45.33206528,1.947722642,132000000.0,780000000.0,7580000000.0,100.536325243,106.35213197,109.54787138,-6.117614886,157.04972715666665,4.588737,0.7055909560000001,25.072821741
Afghanistan,AFG,2018,15989594152.444445,1645007932.55625,34.69972636,0.12062876746153847,0.1570223874375,21.809308137937503,0.7188979940000001,0.033052781,0.3933063000000001,19362969582.0,19485109596.0,36.810364865,-3.0998981133750014,134.15739225000002,61.22712872000002,0.791838824,121900000.0,875000000.0,7407000000.0,136.78489985187502,111.01295078062502,81.84626886999999,-8.710063415,183.0587964828125,1.267300777,0.6436366259374999,19.63901371566667
Albania,ALB,1990,1707784858.0,167899897.7,71.3004552264,0.658217067,0.223832856,15.40506383,5.651135559777777,0.6592396613999999,1.465279774,2028553750.0,2026653750.0,60.72189362,36.909735569999995,112.2289692,24.03189957,-0.431368813,894608695.6521739,230000000.0,380000000.0,72.494997968,93.01105229491304,28.324938800666672,75.30978145079999,143.50151794160783,99.60504851092,20.410946867000003,53.97379263271852
Albania,ALB,1991,913206420.5,100482132.0,71.3004552264,0.68734113,0.201820478,7.484818725,5.651135559777777,0.6592396613999999,3.589563963,1099559028.0,1077859028.0,15.206222192,-28.051897070000003,124.7030192,28.58570134,35.51424696,894608695.6521739,100000000.0,410000000.0,86.32703071899999,93.01105229491304,28.324938800666672,75.30978145079999,182.32315910360782,99.60504851092,14.898264494,53.97379263271852
Albania,ALB,1992,518275685.1,61595246.03,71.3004552264,0.424900812,0.06549851799999999,12.49959149,3.066661599,0.6592396613999999,6.452502728,652174990.8,617074990.2,11.313368204000001,-98.90570453000001,192.5688077,96.28588075,232.98465890000003,894608695.6521739,70000000.0,541000000.0,219.24662297999998,93.01105229491304,28.324938800666672,75.30978145079999,249.54794769560783,99.60504851092,16.317802013999998,62.2186106552
Albania,ALB,1993,1067556417.0,94657038.1,71.3004552264,0.351790038,0.002075801,15.97882981,4.893212106,0.6592396613999999,0.483340689,1185315468.0,1219215469.0,27.3522749,-27.28343297,152.1677785,64.53950296,125.6508142,894608695.6521739,122000000.0,572000000.0,159.27373796,93.01105229491304,28.324938800666672,75.30978145079999,192.88614994860782,99.60504851092,5.122772476000001,66.9520701452
Albania,ALB,1994,1735456099.0,137598906.5,39.7649558,0.26211221,0.0013872589999999998,11.98369435,2.817722808,0.6592396613999999,0.232064891,1880951520.0,1894751525.0,37.7931698,-12.69628452,134.70270630000002,41.11889039,35.84247522,894608695.6521739,140000000.0,604000000.0,103.90665862,93.01105229491304,28.324938800666672,86.86025813,169.57463035749018,61.201412456,3.2428346619999995,55.2694920352
Albania,ALB,1995,2258546916.0,166819183.1,48.44363917,0.245534455,0.0027541490000000004,12.6408295,2.925485967,0.6592396613999999,0.18328231600000008,2392764853.0,2436364853.0,42.55702692,10.941047902000001,126.6949766,34.96976538,9.97066268,19000000.0,202000000.0,714000000.0,96.56233363,93.01105229491304,28.324938800666672,74.88317997,159.93406553282352,48.044145598,2.3892580759999995,52.941336379999996
Albania,ALB,1996,3060608014.0,194052653.3,46.22335272,0.213627903,0.001595286,11.62032872,2.815939523,0.6592396613999999,0.144202904,3199642580.0,3271442591.0,39.85822669,12.545231485,121.65476979999998,33.27509854,38.17211191,25000000.0,207000000.0,938000000.0,90.638036425,98.415105342,28.324938800666672,74.14660604,147.51662286782351,45.389159851,2.5234306440000003,40.203172556000005
Albania,ALB,1997,2126293669.0,171572066.9,59.92522612,0.18045628,0.00029075,10.1971199,2.103151282,0.6592396613999999,0.197605219,2258515610.0,2308870571.0,36.77486742,-2.7983606930000002,125.0312866,35.22840345,11.23968182,13000000.0,139000000.0,646000000.0,85.65958221,96.55201804999999,28.324938800666672,91.23217936,157.99634748882352,64.407783748,2.5421699700000002,39.226117592
Albania,ALB,1998,2416942528.0,202815523.3,62.23894286,0.185458029,0.000679621,11.46715404,1.767893909,0.6592396613999999,0.01433882,2545967253.0,2623047753.0,41.231249989999995,11.898841908000001,125.2031755,36.67032949,6.7302451560000005,22000000.0,205000000.0,829000000.0,95.259456471,92.85062656599999,28.324938800666672,95.1301476,160.04478548382355,68.050276216,0.593449707,57.52235598
Albania,ALB,1999,3051812279.0,230888005.7,66.02226849,0.276572723,0.000101651,16.84177663,1.282642375,0.6592396613999999,0.08061549999999999,3212119044.0,3287195807.0,43.27783419,17.300739677,117.3275185,34.16929512,2.103478599,35000000.0,351000000.0,1140000000.0,111.77781088,93.82177572100002,28.324938800666672,88.31104286,146.64084311549018,61.589638209,1.056365505,51.619638815200005
Albania,ALB,2000,3319785450.0,256903281.8,65.46317162,0.25332557,0.000633123,20.11528595,4.108776037,0.6592396613999999,0.126636825,3480355189.0,3586734166.0,62.70285182,33.513728146,123.2235005,43.33878845,5.643782073,290000000.0,261000000.0,1091000000.0,127.83256104,92.53168488,28.324938800666672,85.51189321000001,140.28964482066667,60.95322856200001,2.062207635,56.119056925200006
Albania,ALB,2001,3742919804.0,297619036.6,69.82248963,0.24487742,0.001528051,21.33341803,5.285434537,0.6592396613999999,0.062644555,3922099471.0,4070817915.0,71.71801108,40.66907652,123.8242122,45.15762843,3.813932918,269000000.0,307000000.0,1327000000.0,133.46538047,93.493604141,37.422211667333336,81.86133513,137.47600484366666,62.560963068999996,1.400829664,56.77238560520001
Albania,ALB,2002,4098235579.0,348467463.7,66.85224964,0.263772303,0.000303796,20.94560691,3.104825701,0.6592396613999999,0.06655116400000001,4348070165.0,4475531638.0,71.31955227,34.568842681,126.6338257,47.57943101,3.644149917,386000000.0,340000000.0,1504000000.0,137.89397369,92.97444347800001,35.766821777333334,81.20842126,140.83858625399998,61.161953331,1.444673073,57.336126820000004
Albania,ALB,2003,5298397510.0,454856662.3,65.44236047,0.28284951,0.001088339,20.84740122,3.172710425,0.6592396613999999,0.062998718,5611492283.0,5783429392.0,69.79080927999999,35.210071158,125.3258075,46.17320729,5.197105399,507000000.0,448000000.0,1864000000.0,135.81995245000002,92.06948140899999,37.297013187333334,79.07225945,138.627211284,62.579000267,1.4600699389999998,57.28006395
Albania,ALB,2004,6757548946.0,580976660.3,68.2204083,0.25378369100000003,0.007363124,22.21757431,4.750177407,0.189345938,0.053990073,7184681399.0,7360280000.0,71.99248077,41.05730455,122.6120782,44.82965389,3.156943939,669000000.0,605000000.0,2309000000.0,137.60853701,91.960899635,36.70162713733334,77.01392113,136.47588965199998,66.558785276,1.491408917,58.67072041
Albania,ALB,2005,7531300100.0,653379787.2,71.4176138,0.240822587,0.00328264,23.01298514,3.259768342,0.050440708,0.047886463,8052075642.0,8226134275.0,74.78950696999999,42.27919699,124.8463592,47.85934313,3.303491113,808000000.0,658000000.0,2618000000.0,144.46260597,91.907391535,32.93750066733334,74.60673453000001,137.12070556966668,81.38954423,2.0490003079999997,54.9596908552
Albania,ALB,2006,8405986230.0,706610264.5,76.36566926,0.198570031,0.00295734,25.20960484,3.654851781,0.118029595,0.054139922,8896073938.0,9159095071.0,73.76775725,40.92761313,123.8478709,49.05747689,2.480665739,989000000.0,798000000.0,3058000000.0,153.7999753,91.444965367,30.39239265733334,73.12685416,136.32319709766665,100.68167126,2.804916883,54.224304085200004
Albania,ALB,2007,9902025213.0,996331505.4,78.46589517,0.181731693,0.00389001,28.24787244,6.1089815860000005,0.045988312,0.074758724,10677321490.0,10974641470.0,70.84672946,31.703791442,126.7063549,54.95422835,4.389899684,1331000000.0,1078000000.0,4188000000.0,170.25570317,92.430465173,27.480009087333336,71.36547350000001,140.79953965266665,122.16634766,4.264610198000001,52.6916029352
Albania,ALB,2008,11676961586.0,1202301659.0,75.48052976,0.180389357,0.013614354,25.30241718,9.72769584,2.885071651,0.069714108,12881353985.0,12936158342.0,69.72771877,24.178930138,129.2511093,52.14933145,4.117184768,1644000000.0,1355000000.0,5251000000.0,168.39134728,91.695096706,25.122544117333337,69.42607047,141.8297898497843,137.28310370999998,3.1750700210000002,53.4254555552
Albania,ALB,2009,10604440332.0,1205096272.0,76.18161224,0.169669006,0.0006267730000000001,25.24071639,11.16017234,3.2766958610000003,0.074801897,12044223458.0,11851854066.0,67.26667033,25.313194070999998,126.5298271,49.85410216,2.422646884,1691000000.0,1091000000.0,4550000000.0,162.53188741,91.722912023,23.63660837733334,68.92535557,140.18374082278433,143.38086098,1.88475427,53.2042411552
Albania,ALB,2010,10284976027.0,1411151128.0,79.07744083,0.16395610300000002,0.001178355,27.97942296,9.139893953,0.388921557,0.06597652700000001,11926962835.0,11807255327.0,58.7371142,30.696360690000002,119.5753112,48.56393228,4.493105798999999,1452000000.0,1545000000.0,4406000000.0,164.92079025,92.370875076,23.970498489,67.45284703,137.2259869257843,143.17383841,4.000350203,52.245065615200005
Albania,ALB,2011,11194196719.0,1464161856.0,82.27973143,0.176700479,0.0007450289999999999,29.24153534,8.130461557,1.567698992,0.210200352,12890867536.0,12893983509.0,60.77981041,31.27005499,120.6871735,51.9770286,2.314785525,1676000000.0,1951000000.0,5396000000.0,177.48151797,92.62943062999999,22.16874455,70.30896204,136.71389598511766,149.98563589999998,6.699142904,53.96247021
Albania,ALB,2012,10571506580.0,1406650146.0,84.28877139,0.160827518,0.000300023,28.93748744,7.453972557,0.675161511,0.182522468,12319784701.0,12228723553.0,54.81722772,30.8191488,117.1402482,47.57271357,1.042426308,1374000000.0,1968000000.0,4882000000.0,167.03854297,91.254360771,21.984019036,70.17542444,136.15919314111764,147.94881342,7.009416827,52.05827323
Albania,ALB,2013,11398779321.0,1305980112.0,85.10631048,0.165472454,7.390000000000001e-05,28.91632189,9.81721364,0.222674723,0.165153511,12776277649.0,12996577593.0,54.132068110000006,26.686191217999998,119.1073956,46.95741088,0.288750097,1567000000.0,2332000000.0,4902000000.0,165.85489475,92.293325745,22.264511663999997,72.18054816,140.421360221,145.32301690999998,6.9915029870000005,48.84126288
Albania,ALB,2014,11666244900.0,1363731802.0,85.65083024,0.175745947,0.0,28.21300894,8.692975096,0.571863429,0.169240224,13228244336.0,13350553941.0,49.8333794,23.697896848,117.9139476,47.19485665,1.549878633,1689000000.0,2431000000.0,5230000000.0,167.80186086999998,92.60734840500001,22.191324594999998,73.18034569,142.89557665511762,144.6379144,6.980553015000001,53.569268199999996
Albania,ALB,2015,10257572406.0,1134093815.0,84.7921963,0.26394017264,0.005922364,27.26739958,8.690477034,0.696505312,0.190017519,11386927679.0,11521106134.0,50.232555590000004,25.051618974999997,117.6244824,44.53363079,0.563959684,1310000000.0,1930000000.0,4320000000.0,161.07563639,93.499724168,27.610548169999998,68.13878322,141.804449164,135.46999583,3.4304810590000003,54.59031799
Albania,ALB,2016,10860478619.0,1142019177.0,85.80495127,0.26394017264,0.00038684300000000016,28.97789662,8.804977717,0.059342024000000014,0.166305066,11861353752.0,12054491077.0,49.59175279,24.822844292,117.4541917,45.83195960000001,-0.632442184,1338000000.0,1962000000.0,4669000000.0,167.99097161999998,93.37349180999999,27.787217662,66.4182242,142.101232327,132.73449555,1.932313593,52.87942475
Albania,ALB,2017,11795973483.0,1207413791.0,81.66990574,0.26394017264,0.008135846,31.55664614,7.852228451,-0.815167792,0.158477639,13025064967.0,13059105109.0,49.58052386,25.233604203,116.25732,46.60466583,1.474254498,1472000000.0,2301000000.0,5294000000.0,176.8491895,93.497967897,27.55444147,63.562031590000004,139.97394332594118,126.11514313,3.231104959,54.67384876
Albania,ALB,2018,6365136131.807143,666647324.0153571,77.51085793,0.26394017264,0.01971665282142856,31.68467136,7.992356544,-0.0439769,0.5301718771071428,15102500898.0,15085311980.0,50.461322479928576,25.445294845,126.10157227142858,45.3977305,0.948346996,894608695.6521739,2876000000.0,5941000000.0,174.73077121,93.857208255,27.5608641,58.64563753,138.7939306309412,117.33948480000001,4.693203602500001,53.836026993000004
Algeria,DZA,1990,48321763404.0,4280436672.0,61.77114041,0.447057981,0.0,23.44368508,0.000539792,0.00755709,0.126123911,62045099643.0,59777294329.0,55.5595528,51.07379363,101.4933435,24.9370286,30.25959854,439173913.0434783,12880000000.0,9770000000.0,87.832062647,133.79041429900002,68.24884313506666,22.28967244,103.17033996207843,190.7193226,35.153275869,0.5673292520000001
Algeria,DZA,1991,36166144699.0,2809621897.0,49.11130985,0.449509516,0.0,29.11782217,0.025459024,0.110006668,0.178403963,45715367087.0,43167757062.0,57.702785039999995,69.61870749,94.48194624,23.59976454,53.78860417,439173913.0434783,12440000000.0,7770000000.0,100.349977118,133.79041429900002,68.24884313506666,13.33830707,91.30863609507844,152.20580654,29.815587210999997,2.82180825
Algeria,DZA,1992,38572387834.0,2399841416.0,51.94199481,0.437670863,0.0,25.31959428,0.062495706,2.08e-06,0.15032490099999998,48003298223.0,45843298246.0,57.83247406,76.86017944333332,98.54989568,23.86948996,21.92611453,439173913.0434783,11510000000.0,8310000000.0,97.87989623993333,133.79041429900002,68.24884313506666,16.11362305,98.68889035607843,69.954492081,30.059709157,2.8956343660000003
Algeria,DZA,1993,39700409445.0,4013439063.0,50.10145811,0.448002663,0.0,21.783877,0.9295156098076922,2e-06,0.113880468,49946455211.0,48196455220.0,56.09776791,72.38843424333334,101.3550608,23.13893637,13.62442466,439173913.0434783,10410000000.0,8785000000.0,90.75595153993333,133.79041429900002,68.24884313506666,40.13644951,104.83238529307843,72.25771889,27.237660052000003,2.28244426
Algeria,DZA,1994,33424667062.0,3374482368.0,45.31867225,0.465264973,0.0,22.53072525,0.9295156098076922,2.35e-06,0.14069910800000002,42542571306.0,40807744205.0,58.48108116,71.20974282333333,103.5229873,26.05371254,29.07764732,439173913.0434783,8892000000.0,9154000000.0,98.40510680993333,133.79041429900002,68.24884313506666,26.72041556,107.20231238807844,60.202011104,28.238141312,3.279068371
Algeria,DZA,1995,32303268959.0,2844998732.0,37.16944579,0.484128931,0.0,26.19477598,0.9295156098076922,2.39e-06,0.215149509,41764052458.0,39574052577.0,60.04550054,72.75968861333334,102.8014549,28.99622923,28.57703753,186000000.0,10258000000.0,10100000000.0,111.33825729993333,133.79041429900002,68.24884313506666,16.62478623,104.33013038307844,55.437907269,31.959734684999997,2.681732098
Algeria,DZA,1996,34979089352.0,3434822531.0,33.00583648,0.465345594,0.0,29.76044833,0.575184045,2.13e-06,0.201542755,46941496780.0,44381496855.0,50.557790409999996,76.14675093333332,94.18424867,23.94469955,24.02190407,188000000.0,13250000000.0,9090000000.0,108.69828423993333,133.79041429900002,68.24884313506666,8.095680911,100.11265831207844,49.051711924,37.679451448,1.874673925
Algeria,DZA,1997,37052993052.0,3162344582.0,36.08143414,0.40700811,0.0,30.90631138,0.5396669479999999,2.08e-06,0.19799595,48177862502.0,45957862443.0,45.39856035,76.66826555333333,90.43129582,21.33760013,7.001963049,144000000.0,13894000000.0,8688000000.0,106.51804395993332,133.79041429900002,68.24884313506666,11.92831489,100.89851852407844,46.403245850000005,35.605151032,2.200180633
